Home ID,Appliance Type,Energy Consumption (kWh),Time,Date,Outdoor Temperature (°C),Season,Household Size
47,Heater,0.03,01:19,2024-01-20,25.4,Winter,1
353,Washing Machine,0.901,13:03,2024-06-23,30.2,Summer,5
7,Washing Machine,0.21,04:02,2024-07-11,34.0,Fall,2
79,Dishwasher,0.301,06:09,2024-03-22,29.9,Spring,5
450,Heater,0.032,06:49,2024-03-14,24.6,Spring,3
294,Microwave,0.289,13:07,2024-02-08,7.6,Winter,2
217,Air Conditioning,0.615,21:13,2024-11-08,27.7,Fall,4
440,Air Conditioning,1.354,08:06,2024-05-13,32.7,Summer,1
224,Computer,0.034,00:18,2024-06-10,35.9,Summer,4
404,TV,0.46,20:19,2024-12-14,12.6,Winter,3
74,Dishwasher,0.432,18:07,2024-08-04,28.2,Fall,5
184,Lights,0.059,13:26,2024-04-23,39.1,Summer,1
51,Oven,0.252,22:44,2024-01-06,24.2,Winter,2
126,TV,0.371,17:28,2024-03-21,24.5,Spring,2
326,Dishwasher,0.427,23:25,2024-03-16,32.9,Spring,3
90,Heater,0.051,03:49,2024-03-11,20.7,Spring,3
82,TV,0.058,05:34,2024-06-23,39.7,Summer,3
283,Dishwasher,0.383,02:37,2024-03-18,20.6,Spring,5
10,Computer,0.268,11:32,2024-01-26,25.9,Winter,2
4,Dishwasher,1.015,13:57,2024-07-27,32.0,Fall,5
68,Dishwasher,0.752,10:46,2024-03-22,33.4,Spring,2
187,Microwave,0.054,11:20,2024-03-15,24.6,Spring,5
228,Computer,0.381,14:01,2024-12-08,20.7,Winter,4
363,Dishwasher,0.275,04:49,2024-05-11,35.0,Summer,3
445,Oven,0.272,18:36,2024-01-17,5.0,Winter,1
238,Heater,0.03,05:13,2024-01-25,20.2,Winter,1
104,Dishwasher,0.315,16:27,2024-07-15,22.1,Fall,4
349,Microwave,0.068,15:47,2024-03-04,20.1,Spring,1
60,TV,0.307,19:40,2024-11-04,32.6,Fall,2
465,Computer,0.118,07:31,2024-07-22,32.9,Fall,3
384,Computer,0.03,23:39,2024-04-28,36.7,Summer,5
263,Washing Machine,0.927,08:29,2024-02-19,22.8,Winter,4
203,Air Conditioning,0.275,18:15,2024-02-16,25.9,Winter,2
255,Dishwasher,0.277,19:17,2024-06-26,37.9,Summer,5
161,Microwave,0.06,01:57,2024-05-19,32.7,Summer,4
425,Washing Machine,0.718,10:49,2024-08-10,26.6,Fall,2
232,Washing Machine,0.284,23:37,2024-02-11,14.0,Winter,3
334,Lights,0.683,20:03,2024-03-24,33.4,Spring,5
237,Computer,0.4,10:14,2024-09-25,28.1,Fall,5
473,Microwave,0.104,17:33,2024-05-16,39.3,Summer,4
159,Air Conditioning,0.964,22:41,2024-06-15,28.7,Summer,2
344,Washing Machine,0.48,03:42,2024-10-11,33.5,Fall,1
14,Fridge,0.291,12:12,2024-11-05,28.4,Fall,1
102,Lights,0.352,06:38,2024-05-19,28.2,Summer,5
175,Washing Machine,0.257,23:48,2024-06-03,41.0,Summer,2
493,Oven,1.425,14:42,2024-09-23,24.3,Fall,2
364,Lights,0.354,04:03,2024-01-23,19.3,Winter,3
97,Dishwasher,0.837,15:50,2024-03-14,23.7,Spring,2
314,Oven,0.28,11:44,2024-02-12,10.6,Winter,3
232,Dishwasher,0.27,03:12,2024-03-03,20.6,Spring,1
215,Microwave,0.053,15:49,2024-05-04,37.6,Summer,3
82,Air Conditioning,0.959,04:26,2024-03-27,33.4,Spring,1
167,Fridge,0.187,04:41,2024-10-18,23.2,Fall,1
122,Oven,1.657,13:42,2024-05-08,33.0,Summer,1
3,Oven,0.362,10:08,2024-05-02,33.5,Summer,3
497,TV,0.058,15:34,2024-03-25,26.0,Spring,4
311,Washing Machine,0.773,15:46,2024-03-19,29.0,Spring,3
308,Computer,0.037,01:44,2024-06-06,42.0,Summer,1
380,Fridge,0.272,21:56,2024-11-14,26.5,Fall,2
476,Air Conditioning,0.292,05:28,2024-12-19,26.8,Winter,5
192,Microwave,0.323,19:58,2024-01-21,7.4,Winter,3
237,Air Conditioning,0.119,05:37,2024-01-07,20.6,Winter,1
435,Lights,0.125,14:57,2024-05-16,38.4,Summer,2
84,Washing Machine,0.416,17:15,2024-08-22,30.7,Fall,1
387,Lights,0.626,18:07,2024-02-05,18.7,Winter,2
2,Microwave,0.079,05:55,2024-03-02,26.7,Spring,3
29,TV,0.445,20:17,2024-03-24,27.2,Spring,5
94,TV,0.391,17:34,2024-01-24,11.6,Winter,4
275,Fridge,0.221,06:42,2024-03-23,20.9,Spring,4
266,Air Conditioning,0.181,18:16,2024-12-10,14.7,Winter,1
213,Dishwasher,0.318,04:26,2024-06-16,37.9,Summer,4
7,Fridge,0.365,08:40,2024-07-23,29.8,Fall,5
132,TV,0.057,14:16,2024-03-23,26.5,Spring,3
241,Lights,0.318,22:26,2024-04-09,35.5,Summer,4
163,Heater,0.031,01:57,2024-10-05,31.3,Fall,4
315,Computer,0.041,04:50,2024-08-02,28.5,Fall,5
307,Microwave,0.071,02:07,2024-03-09,29.6,Spring,2
225,Computer,0.208,15:02,2024-01-14,9.5,Winter,1
172,Microwave,0.06,06:19,2024-11-13,28.2,Fall,4
242,Computer,0.408,14:57,2024-06-07,29.1,Summer,5
64,Oven,0.281,11:43,2024-04-22,37.5,Summer,2
139,Lights,0.46,19:43,2024-07-18,23.0,Fall,1
134,TV,0.448,22:44,2024-02-01,15.1,Winter,5
264,TV,0.088,01:06,2024-07-21,26.4,Fall,4
371,Microwave,0.22,07:37,2024-09-18,22.7,Fall,1
191,Microwave,0.342,20:42,2024-10-03,30.4,Fall,4
28,Air Conditioning,0.153,18:30,2024-12-22,5.8,Winter,3
27,Fridge,0.206,00:23,2024-11-01,30.8,Fall,1
25,Washing Machine,0.638,15:43,2024-06-23,32.9,Summer,2
317,Lights,0.39,21:23,2024-12-16,5.3,Winter,2
464,Oven,2.342,21:14,2024-09-21,29.8,Fall,5
445,Dishwasher,0.28,23:53,2024-09-09,29.1,Fall,5
390,Lights,0.301,21:47,2024-04-25,34.5,Summer,2
133,Oven,1.279,09:46,2024-01-25,6.9,Winter,2
109,Oven,2.263,21:57,2024-04-03,44.0,Summer,4
460,Washing Machine,0.512,19:28,2024-03-28,33.1,Spring,2
405,TV,0.418,21:34,2024-11-13,31.3,Fall,4
59,Heater,0.588,15:50,2024-02-26,12.4,Winter,4
235,Microwave,0.362,19:32,2024-01-17,17.0,Winter,3
41,Washing Machine,0.746,16:51,2024-06-27,38.4,Summer,3
173,Oven,0.54,01:16,2024-08-15,25.4,Fall,5
136,Washing Machine,0.37,17:16,2024-02-06,19.2,Winter,3
192,Heater,0.03,23:57,2024-04-04,44.6,Summer,2
60,Heater,0.604,22:16,2024-02-18,16.9,Winter,1
211,Washing Machine,1.048,05:52,2024-06-12,31.8,Summer,4
296,TV,0.064,01:44,2024-02-24,20.3,Winter,4
102,Microwave,0.053,04:09,2024-12-09,25.3,Winter,3
178,Computer,0.37,10:10,2024-08-27,22.1,Fall,5
422,Fridge,0.346,22:54,2024-11-03,32.4,Fall,5
389,TV,0.369,17:24,2024-09-10,29.3,Fall,3
3,Computer,0.07,03:43,2024-03-09,33.1,Spring,3
243,TV,0.054,14:34,2024-01-11,14.9,Winter,2
25,TV,0.101,05:53,2024-04-28,38.6,Summer,3
220,TV,0.062,16:18,2024-11-11,33.9,Fall,5
143,Dishwasher,0.337,02:07,2024-05-01,40.9,Summer,3
471,Oven,0.389,00:27,2024-03-20,25.8,Spring,5
94,Washing Machine,0.284,22:24,2024-06-09,44.8,Summer,4
459,Computer,0.058,08:50,2024-12-10,8.5,Winter,2
151,Microwave,0.384,21:58,2024-03-04,30.1,Spring,4
455,Fridge,0.336,12:58,2024-05-23,37.4,Summer,1
123,Dishwasher,0.74,10:01,2024-07-17,29.9,Fall,1
444,Fridge,0.209,04:40,2024-03-15,25.3,Spring,3
473,Fridge,0.252,14:56,2024-03-26,20.7,Spring,3
468,Dishwasher,1.054,20:29,2024-02-10,14.5,Winter,4
447,Heater,0.031,03:34,2024-08-07,32.3,Fall,3
358,Computer,0.254,17:51,2024-11-25,32.2,Fall,1
25,Lights,0.079,09:32,2024-07-28,25.8,Fall,4
170,Dishwasher,1.038,13:33,2024-10-03,24.8,Fall,5
477,Computer,0.068,02:34,2024-03-23,24.7,Spring,1
196,Microwave,0.325,19:59,2024-01-19,24.2,Winter,4
366,Computer,0.05,05:28,2024-04-10,37.1,Summer,5
453,Washing Machine,0.38,02:43,2024-04-27,28.8,Summer,1
86,Fridge,0.267,05:13,2024-07-01,31.5,Fall,5
445,TV,0.088,09:47,2024-11-28,27.2,Fall,4
247,Oven,0.322,17:30,2024-08-06,27.1,Fall,5
74,Fridge,0.33,23:32,2024-10-01,33.8,Fall,5
468,Heater,0.03,08:00,2024-11-24,24.7,Fall,4
209,Oven,2.319,20:15,2024-03-16,23.7,Spring,2
176,TV,0.089,04:41,2024-03-16,33.4,Spring,4
366,Oven,0.427,10:37,2024-01-23,12.6,Winter,1
241,Fridge,0.214,07:35,2024-12-06,22.8,Winter,2
177,Fridge,0.265,08:21,2024-01-11,21.3,Winter,4
173,Washing Machine,0.538,22:50,2024-11-19,29.2,Fall,3
231,Computer,0.387,13:54,2024-01-18,7.4,Winter,4
489,TV,0.086,09:33,2024-06-08,35.2,Summer,1
201,Dishwasher,0.88,08:42,2024-11-24,22.1,Fall,3
221,Heater,0.03,05:10,2024-03-23,22.6,Spring,4
146,Air Conditioning,2.016,22:42,2024-05-01,37.1,Summer,5
435,Lights,0.076,08:37,2024-03-27,29.5,Spring,4
347,Air Conditioning,1.084,15:35,2024-03-21,23.8,Spring,3
305,Washing Machine,0.309,22:15,2024-03-28,21.2,Spring,3
295,TV,0.041,23:55,2024-02-03,7.7,Winter,5
389,Lights,0.158,13:20,2024-03-02,23.5,Spring,4
457,Oven,0.364,00:13,2024-12-27,17.4,Winter,5
106,Fridge,0.292,14:41,2024-04-21,33.5,Summer,4
231,Oven,0.279,10:27,2024-03-20,21.0,Spring,4
338,Dishwasher,0.478,18:31,2024-05-12,39.8,Summer,5
175,Oven,0.285,11:57,2024-06-11,37.7,Summer,5
333,TV,0.4,20:19,2024-08-04,28.8,Fall,2
264,Fridge,0.328,19:20,2024-04-23,37.5,Summer,3
68,Computer,0.153,21:32,2024-03-21,33.2,Spring,3
84,Fridge,0.195,02:19,2024-09-03,23.2,Fall,1
427,Air Conditioning,1.215,10:13,2024-09-26,30.5,Fall,3
21,Washing Machine,0.595,08:32,2024-10-01,31.2,Fall,2
375,Oven,0.292,06:54,2024-03-22,33.3,Spring,5
124,Air Conditioning,0.109,09:44,2024-12-24,22.0,Winter,2
89,Air Conditioning,0.636,20:16,2024-03-19,23.3,Spring,5
47,Fridge,0.241,11:30,2024-02-12,25.7,Winter,2
293,Dishwasher,0.891,15:08,2024-02-03,5.6,Winter,3
410,Computer,0.044,00:05,2024-03-20,24.2,Spring,2
489,Dishwasher,0.262,23:32,2024-03-26,30.4,Spring,1
364,Lights,0.582,19:44,2024-07-14,24.4,Fall,3
91,Washing Machine,0.887,05:52,2024-11-10,27.0,Fall,4
66,Heater,2.013,05:45,2024-12-23,5.6,Winter,1
105,Dishwasher,0.826,09:02,2024-12-18,5.9,Winter,5
84,Heater,0.245,16:24,2024-02-19,17.5,Winter,5
347,Lights,0.301,03:43,2024-05-04,30.7,Summer,4
295,Washing Machine,0.211,21:25,2024-02-11,8.5,Winter,5
494,Microwave,0.084,04:40,2024-03-28,26.2,Spring,5
205,Heater,0.03,22:05,2024-01-16,27.4,Winter,4
6,TV,0.096,16:02,2024-02-10,7.6,Winter,2
165,Washing Machine,0.534,05:51,2024-12-09,21.6,Winter,1
135,Dishwasher,0.865,15:30,2024-05-17,28.5,Summer,5
395,Oven,0.28,15:45,2024-04-25,42.0,Summer,4
79,Washing Machine,0.86,12:25,2024-08-04,24.7,Fall,3
14,Air Conditioning,0.906,02:49,2024-11-11,30.7,Fall,2
456,Microwave,0.058,18:49,2024-12-28,22.5,Winter,4
106,Oven,0.341,00:38,2024-10-20,32.4,Fall,1
144,Fridge,0.317,07:15,2024-10-25,30.2,Fall,4
112,Oven,0.503,23:52,2024-12-17,16.3,Winter,4
5,Microwave,0.058,01:15,2024-07-07,25.3,Fall,1
94,Computer,0.281,12:31,2024-04-25,42.4,Summer,2
151,Air Conditioning,0.52,10:36,2024-03-27,23.4,Spring,3
253,Oven,0.25,22:21,2024-03-18,32.8,Spring,2
381,Lights,0.227,03:07,2024-05-25,45.0,Summer,3
458,Fridge,0.334,09:48,2024-07-25,33.6,Fall,5
121,TV,0.09,06:25,2024-11-07,28.7,Fall,4
450,Air Conditioning,2.776,17:44,2024-03-09,33.3,Spring,5
121,Microwave,0.245,09:17,2024-05-26,34.2,Summer,4
265,Heater,0.03,07:02,2024-09-05,23.2,Fall,4
205,TV,0.054,05:25,2024-01-16,12.7,Winter,2
20,Heater,0.03,00:47,2024-05-04,36.7,Summer,1
398,Heater,0.03,05:19,2024-04-23,34.3,Summer,3
365,Heater,0.03,17:19,2024-07-04,22.9,Fall,2
198,Fridge,0.2,16:47,2024-03-13,21.1,Spring,1
384,Microwave,0.312,20:58,2024-05-12,33.8,Summer,1
133,Dishwasher,0.259,12:49,2024-11-28,33.6,Fall,2
498,Air Conditioning,0.534,08:18,2024-10-07,23.1,Fall,2
450,Microwave,0.058,18:27,2024-05-26,44.9,Summer,3
15,Microwave,0.062,02:08,2024-03-21,31.9,Spring,1
78,Lights,0.094,12:58,2024-03-16,33.6,Spring,4
137,Washing Machine,0.725,14:51,2024-02-13,24.7,Winter,2
272,Oven,0.321,01:43,2024-06-27,41.4,Summer,2
324,Lights,0.364,00:05,2024-02-19,9.5,Winter,4
209,Dishwasher,0.303,06:57,2024-02-28,7.6,Winter,3
386,Computer,0.149,20:12,2024-03-09,31.4,Spring,1
447,TV,0.18,13:21,2024-07-19,22.2,Fall,4
365,Oven,0.39,05:18,2024-06-09,30.1,Summer,5
314,Heater,0.035,04:48,2024-11-24,26.0,Fall,4
357,Computer,0.259,10:00,2024-05-01,30.2,Summer,4
58,Dishwasher,0.638,06:37,2024-02-15,27.8,Winter,4
340,Heater,0.03,10:26,2024-06-27,31.1,Summer,3
365,Lights,0.412,23:45,2024-03-16,25.9,Spring,2
47,Heater,0.31,14:43,2024-12-05,15.2,Winter,1
365,Heater,0.03,14:47,2024-06-24,39.2,Summer,5
123,Dishwasher,0.75,09:40,2024-06-06,33.1,Summer,1
362,Computer,0.03,04:40,2024-06-07,34.0,Summer,2
110,TV,0.072,12:35,2024-03-19,30.0,Spring,4
64,Dishwasher,0.7,10:29,2024-12-21,14.5,Winter,2
487,Heater,0.914,17:33,2024-12-27,12.9,Winter,4
444,Heater,0.03,19:59,2024-02-24,25.5,Winter,4
2,Dishwasher,0.256,03:16,2024-12-13,27.7,Winter,4
131,Air Conditioning,0.59,16:36,2024-12-25,28.0,Winter,4
235,TV,0.071,09:46,2024-04-07,40.4,Summer,3
417,TV,0.078,15:35,2024-06-10,31.1,Summer,5
346,Heater,0.03,17:09,2024-07-21,22.7,Fall,4
175,Computer,0.039,05:01,2024-03-27,33.0,Spring,2
282,Lights,0.376,18:42,2024-03-14,26.8,Spring,2
208,Washing Machine,1.036,11:13,2024-12-18,17.4,Winter,4
425,Computer,0.362,09:06,2024-05-05,29.1,Summer,5
394,Air Conditioning,0.076,23:48,2024-12-27,20.7,Winter,1
384,Computer,0.059,07:03,2024-01-25,6.1,Winter,5
271,Fridge,0.27,18:31,2024-10-02,31.0,Fall,5
410,Microwave,0.299,19:46,2024-03-16,27.1,Spring,1
156,Microwave,0.053,05:03,2024-10-12,33.2,Fall,5
437,Oven,0.351,10:08,2024-06-15,42.7,Summer,4
219,Lights,0.283,02:10,2024-09-17,30.1,Fall,4
258,Oven,0.263,15:54,2024-11-01,25.3,Fall,1
471,Fridge,0.206,04:11,2024-03-02,24.7,Spring,1
224,Washing Machine,0.673,07:54,2024-11-05,33.9,Fall,2
381,Washing Machine,0.806,11:00,2024-05-08,30.9,Summer,4
314,Microwave,0.112,01:21,2024-09-08,31.3,Fall,1
45,Microwave,0.243,08:30,2024-04-24,39.0,Summer,4
189,Lights,0.273,06:01,2024-03-19,29.9,Spring,1
32,Washing Machine,0.677,13:08,2024-03-07,30.1,Spring,3
253,Computer,0.034,04:44,2024-03-12,33.9,Spring,4
205,Fridge,0.257,07:21,2024-03-06,22.0,Spring,2
385,TV,0.096,07:49,2024-03-27,20.5,Spring,5
376,Washing Machine,0.579,09:59,2024-02-09,20.9,Winter,1
459,Washing Machine,0.559,06:12,2024-03-25,20.2,Spring,1
350,Heater,0.03,20:23,2024-03-05,25.1,Spring,1
331,Lights,0.088,14:51,2024-01-17,15.7,Winter,4
364,Microwave,0.066,18:01,2024-01-18,26.8,Winter,3
458,Dishwasher,0.264,11:53,2024-05-24,42.4,Summer,4
354,Washing Machine,0.259,22:39,2024-01-15,16.3,Winter,2
343,Fridge,0.171,06:52,2024-09-21,22.4,Fall,2
231,Dishwasher,0.265,19:08,2024-11-24,28.4,Fall,2
270,Lights,0.071,14:58,2024-03-15,23.1,Spring,5
470,Washing Machine,1.066,11:06,2024-03-06,21.1,Spring,5
305,Oven,2.053,13:05,2024-06-25,42.0,Summer,5
349,Computer,0.29,13:40,2024-03-13,20.2,Spring,1
344,Microwave,0.219,09:05,2024-10-16,24.7,Fall,1
446,Lights,0.538,18:56,2024-08-03,23.7,Fall,3
375,TV,0.049,04:10,2024-03-13,22.6,Spring,1
79,TV,0.064,12:13,2024-05-10,37.6,Summer,1
294,Air Conditioning,1.487,19:35,2024-03-07,28.6,Spring,4
289,Oven,0.303,11:04,2024-06-07,32.9,Summer,3
241,Heater,0.03,04:42,2024-08-01,22.4,Fall,1
75,Fridge,0.308,07:47,2024-03-12,29.4,Spring,4
200,Dishwasher,0.266,23:28,2024-03-17,22.4,Spring,4
138,Heater,0.041,12:07,2024-03-19,26.0,Spring,5
18,Air Conditioning,0.248,13:28,2024-01-24,17.6,Winter,5
107,Computer,0.225,14:40,2024-09-19,25.7,Fall,2
354,Dishwasher,0.259,11:30,2024-11-03,26.3,Fall,2
221,Dishwasher,0.568,03:45,2024-02-25,9.6,Winter,1
337,Washing Machine,0.799,15:17,2024-12-23,11.6,Winter,3
215,Washing Machine,1.17,06:28,2024-05-18,43.5,Summer,4
394,Fridge,0.242,22:36,2024-02-17,22.7,Winter,5
16,Washing Machine,0.221,02:34,2024-10-15,26.1,Fall,3
410,Computer,0.188,16:15,2024-10-17,23.1,Fall,3
228,Microwave,0.36,19:20,2024-03-17,25.0,Spring,3
317,Fridge,0.174,10:02,2024-01-08,8.6,Winter,2
262,Fridge,0.329,19:59,2024-09-09,26.7,Fall,5
114,Oven,1.714,12:07,2024-03-06,23.5,Spring,3
96,TV,0.069,07:00,2024-05-03,28.5,Summer,1
267,Lights,0.084,09:24,2024-12-10,12.6,Winter,5
219,Microwave,0.07,06:28,2024-06-09,41.6,Summer,1
142,Microwave,0.059,23:11,2024-11-03,23.5,Fall,4
91,Lights,0.23,07:43,2024-04-27,44.7,Summer,1
208,Heater,0.03,22:36,2024-06-21,41.4,Summer,3
463,Washing Machine,0.535,16:13,2024-01-07,7.8,Winter,1
191,Oven,1.417,07:47,2024-10-11,22.0,Fall,2
1,Computer,0.236,15:06,2024-03-01,31.0,Spring,1
449,TV,0.069,11:34,2024-12-04,24.7,Winter,1
48,Heater,0.03,20:18,2024-01-20,22.2,Winter,3
312,Oven,2.596,20:56,2024-12-02,26.0,Winter,5
183,Lights,0.407,23:53,2024-02-08,7.2,Winter,3
476,TV,0.078,16:30,2024-11-03,27.3,Fall,5
4,Washing Machine,0.26,04:10,2024-02-23,12.2,Winter,5
385,Lights,0.461,22:05,2024-04-14,36.3,Summer,5
79,Washing Machine,0.567,02:36,2024-03-09,31.4,Spring,5
181,Air Conditioning,1.025,08:13,2024-03-27,27.9,Spring,2
245,Microwave,0.082,17:45,2024-10-05,26.4,Fall,1
230,Fridge,0.149,02:50,2024-01-14,14.2,Winter,3
500,Lights,0.272,01:23,2024-02-27,10.3,Winter,2
483,Heater,0.046,02:35,2024-09-04,27.9,Fall,1
221,Fridge,0.123,03:42,2024-02-28,6.9,Winter,1
364,Lights,0.062,10:47,2024-03-28,20.8,Spring,2
261,Heater,0.053,04:18,2024-03-26,26.0,Spring,4
418,Lights,0.088,16:52,2024-11-28,29.9,Fall,3
54,Computer,0.165,12:18,2024-07-02,28.8,Fall,1
184,Air Conditioning,0.801,04:13,2024-04-27,29.5,Summer,1
406,Heater,2.126,08:56,2024-02-23,7.8,Winter,4
286,Air Conditioning,4.256,13:44,2024-05-18,40.7,Summer,1
39,Washing Machine,0.524,17:27,2024-07-09,25.1,Fall,5
289,Microwave,0.057,11:37,2024-05-01,37.6,Summer,3
349,Dishwasher,0.966,22:25,2024-01-11,24.0,Winter,3
222,Dishwasher,0.458,01:38,2024-03-05,28.0,Spring,5
141,Dishwasher,0.85,21:22,2024-04-20,39.3,Summer,1
233,Computer,0.048,06:29,2024-08-10,25.8,Fall,4
208,Heater,0.05,06:54,2024-02-13,23.5,Winter,4
496,Heater,0.032,20:18,2024-08-16,28.3,Fall,3
345,Microwave,0.066,04:38,2024-06-05,43.4,Summer,4
413,Fridge,0.234,12:46,2024-07-25,23.5,Fall,4
277,Computer,0.348,09:17,2024-07-05,31.2,Fall,4
414,Oven,0.268,03:10,2024-10-13,29.8,Fall,4
430,TV,0.09,02:13,2024-09-05,22.5,Fall,4
45,Fridge,0.233,06:52,2024-04-11,32.6,Summer,2
381,Computer,0.044,23:39,2024-12-27,17.0,Winter,4
159,Air Conditioning,0.578,03:49,2024-07-11,27.4,Fall,5
77,Heater,0.038,10:46,2024-06-07,43.3,Summer,1
61,Lights,0.287,00:39,2024-05-27,43.6,Summer,5
118,Heater,0.042,23:38,2024-03-01,22.1,Spring,3
44,Heater,0.06,07:52,2024-05-26,43.1,Summer,2
142,TV,0.363,17:14,2024-04-17,41.7,Summer,1
136,Dishwasher,0.271,17:48,2024-10-02,29.1,Fall,2
77,Heater,0.03,04:31,2024-01-07,26.4,Winter,1
319,Lights,0.4,00:09,2024-02-13,7.5,Winter,5
442,Lights,0.077,14:51,2024-03-25,24.8,Spring,3
223,Oven,1.632,14:08,2024-05-28,36.6,Summer,2
214,Washing Machine,0.398,17:48,2024-06-24,36.9,Summer,2
253,Oven,0.309,05:20,2024-05-07,33.0,Summer,2
60,Air Conditioning,0.987,05:02,2024-11-11,30.2,Fall,1
128,Fridge,0.215,23:30,2024-05-17,31.9,Summer,3
82,Microwave,0.244,13:02,2024-05-23,34.7,Summer,1
273,Computer,0.117,22:05,2024-09-15,25.9,Fall,2
371,Washing Machine,0.778,06:58,2024-02-23,15.9,Winter,2
200,Fridge,0.328,11:08,2024-06-13,31.2,Summer,5
49,Dishwasher,0.283,02:00,2024-09-08,30.5,Fall,1
326,Fridge,0.164,09:50,2024-01-19,6.9,Winter,1
445,Dishwasher,1.142,14:13,2024-09-07,26.2,Fall,5
36,Oven,2.356,21:14,2024-07-08,31.7,Fall,5
420,Microwave,0.059,05:39,2024-06-27,43.9,Summer,2
240,Dishwasher,0.376,23:18,2024-12-08,22.3,Winter,1
155,Oven,0.533,17:35,2024-09-27,30.9,Fall,5
368,TV,0.079,16:25,2024-02-17,17.2,Winter,4
28,Lights,0.311,04:13,2024-01-09,18.2,Winter,2
234,Air Conditioning,1.178,09:13,2024-03-07,26.9,Spring,4
61,Dishwasher,0.399,19:02,2024-03-18,23.2,Spring,2
476,Dishwasher,1.01,21:56,2024-01-24,15.4,Winter,4
378,TV,0.065,09:54,2024-03-24,27.8,Spring,5
255,Microwave,0.305,12:48,2024-01-28,5.4,Winter,3
181,Fridge,0.238,14:54,2024-12-06,20.5,Winter,4
282,Fridge,0.274,20:37,2024-12-04,23.1,Winter,2
425,Dishwasher,0.361,17:28,2024-11-25,24.0,Fall,2
69,Washing Machine,0.54,19:00,2024-06-28,41.4,Summer,4
465,Fridge,0.3,13:48,2024-06-22,38.0,Summer,3
19,Oven,1.568,08:06,2024-10-08,22.4,Fall,4
94,Computer,0.065,06:46,2024-06-26,43.5,Summer,2
142,Microwave,0.343,21:06,2024-12-12,27.2,Winter,5
79,Washing Machine,0.873,12:35,2024-03-15,20.4,Spring,3
350,Washing Machine,0.481,22:24,2024-07-26,25.7,Fall,1
130,Lights,0.527,23:59,2024-12-12,20.9,Winter,5
186,Lights,0.251,05:31,2024-06-08,43.8,Summer,5
294,Microwave,0.276,13:36,2024-12-11,22.6,Winter,2
255,TV,0.153,16:23,2024-10-16,27.5,Fall,2
291,Dishwasher,0.35,06:31,2024-06-03,35.2,Summer,2
132,Computer,0.366,17:34,2024-02-21,13.0,Winter,5
410,Washing Machine,0.232,04:38,2024-03-20,31.0,Spring,3
7,Heater,0.041,00:05,2024-07-03,26.4,Fall,4
115,Dishwasher,0.433,00:47,2024-01-06,12.1,Winter,5
102,Lights,0.313,02:00,2024-05-20,38.5,Summer,4
45,Dishwasher,0.273,12:29,2024-07-27,31.6,Fall,1
361,Lights,0.577,21:21,2024-01-03,24.3,Winter,5
464,Microwave,0.329,19:42,2024-03-15,25.3,Spring,4
119,Microwave,0.055,18:02,2024-08-04,33.7,Fall,4
411,Fridge,0.222,09:23,2024-03-02,22.5,Spring,2
261,TV,0.05,11:42,2024-08-04,32.7,Fall,4
433,TV,0.095,06:00,2024-06-15,35.5,Summer,3
61,TV,0.09,03:31,2024-05-22,39.5,Summer,1
106,Computer,0.103,18:26,2024-07-11,31.8,Fall,2
261,Lights,0.084,16:12,2024-07-16,22.4,Fall,5
483,Washing Machine,0.448,18:58,2024-10-23,32.3,Fall,3
100,Microwave,0.068,01:09,2024-05-07,43.0,Summer,4
251,Microwave,0.076,11:55,2024-10-26,32.6,Fall,4
409,Microwave,0.079,23:16,2024-06-20,35.6,Summer,3
420,Washing Machine,0.892,11:54,2024-05-09,40.7,Summer,5
227,Dishwasher,0.975,20:49,2024-06-01,28.6,Summer,3
187,Computer,0.166,20:17,2024-10-24,24.0,Fall,2
348,Dishwasher,1.262,20:56,2024-09-11,32.5,Fall,5
14,TV,0.049,01:00,2024-09-17,25.4,Fall,2
192,Lights,0.128,11:11,2024-03-07,30.2,Spring,2
370,Computer,0.303,12:44,2024-12-02,14.4,Winter,5
471,Dishwasher,0.26,06:22,2024-01-03,10.1,Winter,3
1,Air Conditioning,1.226,22:06,2024-03-11,31.4,Spring,4
24,Lights,0.453,17:13,2024-09-14,28.2,Fall,2
104,Microwave,0.244,13:27,2024-10-28,25.4,Fall,3
382,Washing Machine,0.232,04:50,2024-03-27,31.9,Spring,1
293,Air Conditioning,0.948,19:48,2024-09-23,23.3,Fall,5
295,TV,0.079,00:02,2024-12-14,25.2,Winter,3
248,Microwave,0.058,10:33,2024-02-10,25.1,Winter,5
135,Computer,0.397,15:15,2024-10-07,28.8,Fall,5
442,TV,0.089,06:41,2024-07-28,25.2,Fall,1
191,Oven,0.27,10:48,2024-11-22,29.1,Fall,3
394,Microwave,0.232,14:33,2024-07-28,24.2,Fall,2
241,Computer,0.041,02:07,2024-10-22,22.7,Fall,3
483,Washing Machine,0.62,12:07,2024-03-19,32.4,Spring,2
66,Lights,0.589,19:19,2024-10-17,25.0,Fall,2
492,Air Conditioning,1.448,16:58,2024-03-11,27.0,Spring,1
356,Microwave,0.054,01:41,2024-01-28,18.3,Winter,5
187,TV,0.057,15:13,2024-01-17,11.1,Winter,1
390,Washing Machine,0.943,08:00,2024-05-26,37.0,Summer,5
117,Dishwasher,0.791,10:43,2024-05-23,31.6,Summer,3
4,Air Conditioning,2.048,05:00,2024-06-20,30.2,Summer,3
